judul-jurnal,abstrak-jurnal,kategori
APLIKASI WATEMARKING UNTUK PERLINDUNGAN HAKI PADA CITRA DIGITAL DALAM DOMAIN FREKUENSI MENGGUNAKAN FAST FOURIER TRANSFORM (FFT),Watermarking adalah suatu metode untuk menyebunyikan data pada data digital tanpa diketahui oleh indera penglihatan atau pendengaran Dalam paper ini watermarking di aplikasikan untuk perlindungan HaKI pada citra digital khususnya citra diam gambar Metode watermarking yang digunakan dengan memanfaatkan transformasi matematis Fast Fourier Transform FFT yang berfungsi untuk mentransformasikan dari domain spasial ke domain frekuensi karena citra label yang tertanam di dalam citra host lebih kuat terhadap serangan setelah melaluai transformasi terlebih dahulu Ada dua program utama dari aplikasi watermarking yaitu program proses inserting penyisipan yang berfungsi untuk menyisipkan citra label atau label kepemilikan kedalam citra yang dilindungi dan program proses extracting pendeteksian sebagai pendeteksi label yang tertanam di dalam citra tersebut Hasil watermarking yang dicapai dalam paper ini adalah informasi atau label yang tertanam dalam citra digital invisible tidak nampak oleh kasat mata dan robust tahan terhadap penghapusan secara langsung atau dari beberapa proses pengolahan citra digital,0
Sistem Pendeteksi Kesegaran Ikan Bandeng Menggunakan Citra,Penelitian ini bertujuan untuk mencari solusi terbaik dalam pemeriksaan kesegaran ikan bandeng pada usaha kecil menengah Teknik pemeriksaan kesegaran ikan bandeng selama ini masih ditentukan dengan cara analisis mikrobiologi dan kimiawi Teknik ini dianggap kurang tepat dikarenakan selain membutuhkan banyak tenaga manusia yang rentan dalam melakukan kesalahan dan kelelahan fisik juga membutuhkan biaya yang besar dan waktu yang lama sehingga mempengaruhi produksi ikan bandeng Dalam penelitian ini diusulkan suatu metode pengolahan citra dengan teknik mencari selisih nilai    pada citra referensi latih dengan citra masukan uji untuk selanjutnya nilai selisih tersebut dihitung dengan persamaan Euclidian Length dan dibandingkan dengan nilai threshold  Data referensi yang digunakan adalah ikan bandeng segar Sehingga citra referensi yang dihasilkan pada posisi    dan threshold Dari pengujian terhadap ikan Bandeng segar menghasilkan nilai deteksi sebesar dan pengujian terhadap ikan bandeng tidak segar menghasilkan nilai deteksi sebesar Dan telah diuji hasil pengamatan nelayan dan alat deteksi kesegaran ikan Bandeng terhadap sampel ikan segar maka dihasilkan nilai deteksi ikan segar sebesar terhadap hasil pengamatan nelayan,0
Pengenalan Tingkat Kematangan Buah Pepaya Paya Rabo Menggunakan Pengolahan Citra Berdasarkan Warna RGB Dengan  K- Means Clustering,Proses identifikasi buahbuahan secara tradisional mengalami banyak kendala akibat sifat manusia yang mempunyai kelemahan yang menyebabkan hasil yang diinginkan tidak efektif Kemajuan teknologi komputer telah menyentuh dunia pertanian dari segi sebelum panen maupun pasca panen Di sini timbul permasalahan bagaimana mengenali buah sehingga sesuai dengan kondisi nyata Kondisi buah pepaya ditentukan oleh tingkat kematangan yang dilihat dari sisi warna pepaya Klasifikasi yang lakukan oleh petani biasanya mengelompokkan pepaya dalam katagori muda mengkal dan masak penuh Metode pengolahan citra mempunyai kemampuan untuk menganalisa kondisi kematangan pepaya dengan menggunakan nilai Red Green Blue RGB sebagai acuan Penentuan klasifikasi dengan metode Kmeans clustering yang menggunakan selisih jarak eucludian sebagai acuannya Untuk hasil pada kelompok pepaya muda berhasil dikenali sebagai pepaya muda kelompok pepaya mengkal berhasil dikenali sebagai masak mengkal sedangkan pada kelompok pepaya penuh dikenali sebagai masak penuh Sehingga dapat disimpulkan metode Kmeans Clustering hampir sama dengan proses klasifikasi oleh petani yang sudah berpengalaman bertahun tahun,0
Identifikasi Jenis dan Mutu Kopi Menggunakan Pengolahan Citra Digital dengan Metode Jaringan Syaraf Tiruan,Kopi merupakan salah satu komoditas pertanian di sub sektor perkebunan yang memiliki peluang bagi perekonomian Indonesia Harga kopi di Indonesia tergantung pada mutu yang ada padaproduk oleh karena itu mutu kopi sangat penting untuk diketahui Salah satu identifikasi mutukopi yang paling mudah ialah dengan melihat sifat fisik kopi Identifikasi jenis kopi secara kasat mata sangat sulit untuk dibedakan bagi masyarakat pada umumnya sehingga diperlukan sebuahkeahlian khusus Salah satu metode untuk identifikasi jenis dan mutu kopi adalah pengolahan citra digital yang dikombinasikan dengan metode Jaringan Syaraf Tiruan JST dan algoritma Learning Vector Quantization LVQ Metode pengolahan citra digital ini tidak membutuhkan biaya yang tinggi serta waktu yang dibutuhkan untuk mengidentifikasi juga singkat Penelitianini bertujuan untuk mengembangkan sistem yang mampu mengidentifikasi biji kopi sesuai dengan jenis dan mutunya Mutu kopi terdiri atas mutu IVI untuk masingmasing jenis Robusta dan Arabika Data citra yang digunakan sebanyak gambar dengan jumlah gambar untukmasingmasing mutunya Perbandingan data yang digunakan untuk training dan testing yaitu dan Hasil penelitian menunjukkan bahwa akurasi sistem terbaik sebesar dengan menggunakan hidden neuron learning rate epoch dan error goal Hasilpengenalan sistem menunjukkan bahwa dari mutu kopi terdapat diantaranya yang teridentifikasi dengan benar,0
KOMPRESI CITRA DARI FORMAT BMP KE FORMAT PNG,Pengolahan Citra merupakan suatu bidang ilmu yang semakin berkembang dan penting pada era informasi ini Citra yang disimpan secara digital membutuhkan kapasitas media penyimpanan dan bandwidth yang relatif besar Untuk efisiensi ruang penyimpanan dan mengurangi beban transmisi maka dibutuhkan format kompresi citra digital Salah satu kompresi citra digital yang bersifat lossless ini adalah Portable Network Graphic PNG Hasil uji coba kompresi ke format PNG menunjukkan bahwa file citra dapat dikompresi dengan rasio antara Hal ini menunjukkan bahwa format PNG sangat tepat digunakan untuk menyimpan data citra yang dikompres secara lossless dan mendukung kompresi pada tingkat kedalaman warna yang tinggi mencapai bit,0
IDENTIFIKASI KEMATANGAN BUAH TOMAT BERDASARKAN WARNA MENGGUNAKAN METODE JARINGAN SYARAF TIRUAN (JST),Proses pemilihan produk hasil pertanian dan perkebunan umumnya sangat bergantung pada presepsi manusia terhadap komposisi warna yang dimiliki citra yaitu buahbuahan Cara manual dilakukan berdasarkan pengamatan visual secara langsung pada buah yang akan diklasifikasi Identifikasi dengan cara ini memiliki beberapa kelemahan diantaranya adalah waktu yang dibutuhkan relatif lama serta menghasilkan produk yang beragam karena adanya keterbatasan visual manusia tingkat kelelahan dan perbedaan persepsi tentang mutu buah Perkembangan ilmu pengetahuan dan teknologi pengolahan citra digital memungkinkan untuk memilah produk pertanian dan perkebunan tersebut secara otomatis dengan bantuan aplikasi pengolahan citra Identifikasi kematangan buah tomat ini menerapkan metode pembelajaran Perceptron Pendukung identifikasi menggunakan bantuan media webcam sebagai pengambilan gambar tomat yang dibuat histogram warnanya kemudian diidentifikasi menggunakan jaringan syaraf tiruan agar komputer dapat memperoleh informasi citra dan dapat mengetahui jenis kematangan buah tersebut Tingkat keberhasilan identifikasi kematangan buah tomat yang didapatkan menggunakan metode pembelajaran perceptron dengan tingkat keberhasilan Dari hasil identifikasi yang diperoleh menghasilkan output yaitu Mentah Setengah Matang dan Matang,0
RESTORASI CITRA BLUR DENGAN ALGORITMA JARINGAN SARAF TIRUAN HOPFIELD,Kebutuhan terhadap citra digital dalam masyarakat kita dewasa ini semakin meningkat dan merambah di berbagai bidang kehidupan seperti dalam pendidikan bisnis fotografi bahkan kriminologi Pengolahan citra digital merupakan teknologi yang dapat digunakan dalam memanipulasi citra untuk mengatasi ketrbatasan alat akuisisi citra atau untuk meningkatkan kualitas citra tersebut Penelitian ini mencoba untuk melakukan restorasi terhadap citra kabur Citra digital akan didegradasi dengan menggunakan Gaussian blur kemudian direstorasi menggunakan jaringan Hopfield yang merupakan salah satu cabang dari jaringan saraf tiruan Tujuan akhir dari proses restorasi adalah memperbaiki citra yang diberikan Teknik restorasi secara umum berorientasi ke arah pemodelan degradasi dan penerapan proses kebalikannya invers untuk kembali mendapatkan citra asli,0
Implementasi Metode Waterfall pada Proses Digitalisasi Citra Analog,Bidang pengolahan citra digital mulai berkembang pesat sejak ditemukannya foto digital Kemajuan ini tidak terlepas dengan semakin canggihnya teknologi digital yang menunjang pengolahan citra digital pada gambar diam Saat ini masih ada masyarakat yang menyimpan dokumentasi berupa klise foto yang direkam atau dipotret pada saat dahulu Studio foto yang bisa mengubah klise foto menjadi foto digital sudah jarang ditemui pada masa sekarang sehingga penelitian ini dilakukan untuk melakukan pengolahan gambar pada klise foto untuk menjadi gambar digital true color Kemampuan alat bantu komputer dalam menyelesaikan masalah sangat berperan untuk mengubah citra pada klise foto menjadi foto digital Penelitian ini menerapkan metode citra negatif Hasil penelitian ini menunjukan bahwa dengan metode citra negatif dapat menjadikan citra klise foto menjadi foto digital,0
SISTEM IDENTIFIKASI BATIK ALAMI DAN BATIK SINTETIS BERDASARKAN KARAKTERISTIK WARNA CITRA DENGAN METODE K-MEANS CLUSTERING,Batik adalah kain khas Indonesia yang memiliki berbagai motif dan warna Pewarnaan batik dibagi menjadi yaitu batik alami dan batik sintetis Proses pemilihan batik alami dan sintetis umumnya sangat bergantung pada persepsi manusia terhadap komposisi warna Produsen batik melakukan pengamatan visual secara langsung untuk membedakan warnanya Kelemahan dari cara ini yaitu keterbatasan visual manusia dan tingkat kelelahan sehingga warna satu dan lainnya dapat tertukar,0
SISTEM PENDETEKSI PORNOGRAFI PADA CITRA DIGITAL BERDASARKAN FITUR WARNA DAN BENTUK DENGAN SUPPORT VECTOR MACHINE (SVM),Informasiinformasi yang tersebar luas di internet bukan saja informasiinformasi yang membangun ada juga yang merusak seperti pornografi Materi pornografi berupa citra digital banyak tersebar di internet karena itu dalam penelitian ini dikembangkan suatu sistem yang dapat mengenali sebuah citra digital apakah merupakan citra pornografis atau nonpornografis Sistem yang dibangun menerima masukan citra digital berformat bmp atau jpg selanjutnya dilakukan proses pengolahan citraberupa deteksi warna kulit penapisan luas batas ambang luas dari total piksel pembuatan kotak penyangga objek dan ekstraksi fitur Fiturfitur yang didapatkan dari hasil pengolahan citra yaitu jumlah daerah kulit yang terbentuk rasio luas daerah kulit terbesar terhadap total area kulit rasio kulit terhadap citra faktor bentuk shape factor kekompakan compactness dan momen invarian Fiturfitur ini menjadi masukkan bagi support vector machine untuk melakukan pelatihan maupun klasifikasi Hasil pengujian sistem dimana citra yang diuji sama dengan citra latih performansi ratarata sistem adalah akurasi spesifisitas sensitifitas dan presisi sedangkan untuk pengujian dimana citra yang diuji tidak sama dengan citra latih performansi ratarata sistem adalah spesifisitas sensitifitas dan presisi,0
Manipulasi Handycam sebagai Kamera Citra Termal untuk Deteksi Dini Kanker Payudara dengan Metode Images Processing menggunakan Matlab,Dalam mendeteksi gejala awal dari kanker payudara salah satu hal penting yang harus diwaspadai adalah perubahan temperatur payudara Naiknya temperatur payudara ternyata merupakan indikasi gejala ketidaknormalan jaringan payudara Prinsip dari project ini adalah merubah citra infra merah yang berupa grayscale citra abuabu menjadi citra termal temperatur yang berupa polikromatik warnawarni dengan cara memecah citra grayscale menjadi matriks kode per pixel lalu menggabungkannya kembali dan ditampilkan dalam skala warna Handycam pada mode night vision yang diberi interferensi infrared eksternal dapat melakukan penetrasi ke kulit lebih baik dan dapat menjadikan citra infra merah menjadi lebih jelas Program PERKARA mampu mengubah gambar hitamputih dari handycam menjadi citra termal dengan cara memecah struktur matriks RGB menjadi grayscale Setelah itu matriks disusun ulang pada matriks baru dengan tipe data double sehingga dapat diproses menjadi grafik kontur warna yang dapat membedakan distribusi temperatur tubuh pada citra yang diolah Pengolahan grafik tersebut dengan cara membedakan tingkat keabuabuan citra tersebut sehingga didapatkan warna yang berbedabeda Pada Program Perkara terdapat pula fitur pengaturan skala kontras pada citra yang diolah sehingga kedetilan warna dapat diatur sesuai keinginan Selain itu juga ada fitur pengaturan skala kontras invers yang berguna untuk membalik skala warna sehingga warna dapat berubah menjadi sebaliknya,0
PENGARUH BRAND IMAGE TERHADAP KEPUTUSAN PEMBELIAN (SURVEI PADA KONSUMEN KFC KAWI MALANG),Penelitian ini bertujuan untuk mengetahui pengaruh Brand Image baik secara bersamasama maupun parsial serta untuk mengetahui variabel yang berpengaruh dominan terhadap Keputusan Pembelian pada konsumen KFC Kawi Malang Variabel independen yang digunakan dalam penelitian ini adalah Citra Perusahaan  Citra Pemakai  dan Citra Produk  Sedangkan variabel dependen adalah Keputusan Pembelian ,0
APLIKASI PENGOLAHAN CITRA DIGITAL DAN JARINGAN SYARAF TIRUAN UNTUK MEMPREDIKSI KADAR BAHAN ORGANIK DALAM TANAH,Tujuan penelitian adalah menentukan kadar bahan organik dalam tanah menggunakan pengolahan citra digital dan jaringan syaraf tiruan Citra tanah diambil menggunakan sebuah camera digital dan diolah menggunakan algoritma pengolahan citra Parameter citra yang digunakan adalah red green blue saturasi intensitas rerata entropi energi kontras dan homogenitas diambil dari contoh tanah dengan kadar bahan organik yang berbeda Parameter citra tersebut digunakan sebagai data masukan dalam analisis ANN sebagai lapisan keluaran dari ANN adalah kadar bahan organik dalam tanah Berdasarkan hasil penelitian dan analisis pengolahan citra dan ANN dapat digunakan untuk emprediksi kadar bahan organik dalam tanah dengan akurasi tinggi dengan kooefisien determinasi dan MSE,0
APLIKASI PENGOLAHAN CITRA UNTUK MENDETEKSI FRAKTUR TULANG DENGAN METODE DETEKSI TEPI CANNY,Tulang merupakan salah satu anggota tubuh yang sangat penting bagi manusia sehingga kerusakan pada tulang sangat berpengaruh pada keadaan tubuh manusia Salah satu jenis kecacatankerusakan pada tulang yang kerap dijumpai adalah fraktur Fraktur adalah keadaan dimana tulang mengalami retak atau patah Karena letak tulang yang berada didalam tubuh maka perlu dilakukan pemotretan dengan sinarX untuk melihat kondisi tulang Gambar dari pemotretan tersebut yang akan digunakan petugas medis dalam pemeriksaan tulang Pemeriksaan dilakukan dengan cara mengamati gambar secara langsung dengan menggunakan kemampuan visual petugas medis Proses pemeriksaan inilah yang sangat membutuhkan konsentrasi dan ketelitian Untuk menangani permasalahan tersebut dapat digunakan sebuah aplikasi pengolahan citra untuk mendeteksi fraktur pada tulang dengan metode Canny Metode Canny sangat baik untuk mendeteksi tepi karena memenuhi syarat pendeteksi tepian paling optimum yakni mendeteksi dengan baik kriteria deteksi melokalisasi dengan baik kriteria lokalisasi dan respon yang baik kriteria respon Dalam penelitian ini dilakukan perancangan aplikasi pengolahan citra untuk mendeteksi fraktur pada tulang dengan metode Canny Citra yang digunakan adalah citra hasil scan tulang paha menggunakan sinarX dengan posisi Lateral dan Antero Posterior AP Untuk pengambilan keputusan menggunakan uji kstest Perangkat lunak yang digunakan untuk membangun aplikasi ini adalah matlab Ra Data yang digunakan dalam penelitian ini terdiri dari citra standar dan citra uji Untuk citra standar tulang paha dengan posisi Lateral dan Antero Posterior masingmasing digunakan sebanyak citra Sedangkan untuk citra uji sebanyak citra untuk tulang paha dengan posisi Antero Posterior dan citra untuk posisi Lateral Hasil dari penelitian ini adalah suatu aplikasi pengolahan citra untuk mendeteksi fraktur pada tulang dengan metode Canny Aplikasi ini mampu mendeteksi tepian objek pada citra kemudian mampu memberikan keputusan bahwa tulang mengalami fraktur atau tidak Hasil pengujian sistem menunjukan nilai akurasi deteksi pada citra tulang paha dengan posisi Antero Posterior adalah dan citra tulang paha dengan posisi Lateral adalah,0
PERANCANGAN APLIKASI PENGOLAHAN CITRA MENINGKATKAN KUALITAS FOTO RONTGEN MENGGUNAKAN METODE MEDIAN FILTERING,Pengolahan citra digital juga mencakup semua data dua dimensiCitra digital adalah barisan bilangan nyata maupun kompleks yang diwakili oleh bitbit tertentuUmumnya citra digital berbentuk persegi panjang atau bujur sangkar pada beberapa sistem pencitraan ada pula yang berbentuk segi enam yang memiliki lebar dan tinggi tertentuSetiap titik juga memiliki nilai berupa angka digital yang merepresentasikan informasi yang diwakili oleh titik tersebut Rontgen adalah bagian dari penerapan ilmu radiologi ilmu radiologi adalah ilmu yang mencakup dua bidang penting yaitu radiodiagnostik dan radioterapiMakna radioterapi adalah pengobatan penyakita dengan menggunakan radiasiSedangkan radiodiagnostik adalah diagnosis menggunkan sinar pengionPemeriksaan radiodiagnostik secara umum menggunakan sinarX Median Filtering adalah metode yang digunakan untuk melakukan peningkatan kualitas citra metode ini menggunakan konsep pixel tetanggaCara kerja metode ini mengurutkan nilai pixel tetangga dari nilai yang terkecil sampai terbesar dan mengambil nilai tengah pixel yang telah diurutkan lalu menggantikan nilai pixel awal dengan nilai yang telah diurutkan,0
DESAIN PERANGKAT LUNAK PENGUKURAN JARAK ANTARA BIDANG KAMERA DAN OBJEK TARGET MENGGUNAKAN METODE TRIANGULASI COMPUTER STEREO VISION,Keberadaan komputer telah banyak membantu manusia dalam menyelesaikan berbagai macam permasalahanPada saat ini hampir semua orang memiliki perangkat tersebut Perkembangan ini pun diiringi dengan teknologi pengolahan citra digital sebagai pendukung supaya komputer mampu melihat citra seperti manusia menggunakan kamera Suatu citra dapat dihasilkan dari kamera untuk diolah menjadi kode digital dan dianalisa sehingga komputerdan kamera layaknya otak dan mata manusiaStudi ini memiliki dua tujuan yang berkaitan Pertama untuk mendukug proyek akhir kemudian kedua adalah karena ini bidang futuristik maka bidang ini dapat dikembangkan lebih lanjut untuk keperluan yang berkaitan tentang robotika Untuk tujuan khusus dalam penelitian ini adalah untuk mengukur jarak antara objek target dan bidang dua kamera yang disusun secara paralelDengan dikembangkannya penelitian mengenai pengukuran jarak dengan menggunakan Stereo Vision ini maka sensor sensor dalam robot yang banyak dipakai dapat direduksi minimal sehingga robot lebih kompak dan lebih simple dan dapat mengurangi beban kerjanya terutama apabila dipakai dalam medan outdoor karena prinsip dari penelitian ini adalah mengenai kemiripan dengan mata ManusiaSkripsi ini membahas tentang bagaimana cara mengambil citra objek target berupa kubus hitam dari latar belakang putih dengan menggunakan webcam Inisialisasi device kamera menggunakan Direct Show yaitu komponen yang berperan untuk mengakses inti driver Windows Device Modul WDM kamera web Selanjutnya kamera web ini akan digunakan sebagai pendeteksi obyek berupa kubus hitam yang berlatar belakang putih,0
Analisa Pengolahan Citra Menggunakan Metode Transformasi Fourier,Pengolahan citra mencakup analisis persepsi visual gambar dengan ciri khas sebagai masukkan dan keluaran dalam bentuk informasi yang dikemas dalam bentuk gambar Salah satu karakteristik dari gambar tersebut menampilkan gambar dari sistem optic yang dapat menerima sinyal analog Sifat dari pengolahan gambar terletak pada tingkat frekuensinya Metode yang sering digunakan untuk frekuensi domain adalah transformasi gambar yang merupakan sebuah proses untuk mengubah gambar dari satu wilayah ke wilayah lainnya Pada penelitian ini tipe transformasi yang akan digunakan adalah transformasi fourier dengan zero frequensi dan amplitudo yang kecil yang disebabkan oleh numerical roundoff Sehingga diperoleh hasil yang signifikan terhadap panjang transformasi dengan mean,0
SEGMENTASI CITRA CT SCAN TUMOR OTAK MENGGUNAKAN MATEMATIKA MORFOLOGI (WATERSHED) DENGAN FLOOD MINIMUM OPTIMAL,Penelitian pengolahan citra digital dibidang medis yang memanfaatkan citra hasil CT scan telah banyak dilakukan Salah satu penelitian yang telah dilakukan adalah identifikasi jenis tumor menggunakan citra dari hasil CT scan tumor otak Sebelum proses identifikasi dilakukan preprosessing pemisahan citra tumor dengan citra bukan tumor yang dikenal sebagai proses segmentasi Watershed adalah salah metode segmentasi yang telah umum dikenal Pada watershed citra dipandang sebagai sebuah relief topografi dimana intensitas setiap piksel merepresentasikan ketinggian topografinya Penelitian ini menggunakan watershed untuk melakukan proses segmentasi citra CT scan tumor otak dengan memperhitungkan nilai threshold untuk mendapatkan flood minimum yang optimal,0
PERBANDINGAN METODE UNTUK PERBAIKAN KUALITAS CITRA MAMMOGRAM,Kanker payudara merupakan pembunuh nomor satu pada wanita di seluruh dunia Sejauh ini deteksi dari kanker payudara hanya menggunakan mata telanjang dan berdasarkan jam terbang pengalaman dari dokter dan radiologis Terdapat beberapa kelemahan dalam menganalisis mammogram payudara guna mendeteksi keberadaan kanker payudara Hal ini bisa diakibatkan oleh sel kanker yang tertutup oleh noise kontras citra yang rendah dan faktor manusiawi lainnya seperti kelelahan mood dan lainnya Untuk meminimalisir hal tersebut dibutuhkan suatu metode yang dapat membantu dokter dalam menganalisis citra mammogram payudara Pada penelitian ini dilakukan suatu proses yang bertujuan untuk meningkatkan kualitas mammogram agar lebih memudahkan dokter dalam mendiagnosis kelainan pada payudara Citra yang diolah merupakan citra mammogram yang tidak dipangkas dan tidak disegmentasi pada bagian Region of Interest ROI melainkan keseluruhan citra payudara setelah dihilangkan background yang berlebihan Tahapan pada proses peningkatan kuliatas citra mammogram ini pra pengolahan terdiri dari menghilangkan label atau artifak yang ditemukan pada mammogram mengcrop citra pada bagian payudara saja menghilangkan background memperbaiki kontras citra dengan membandingkan beberapa metode yaitu CLAHE Non Subsampled Contourlet Transform NSCT Contras Stretching CS dan selanjutnya dilakukan smoothing dengan menggunakan filter median Kinerja dari setiap metode dihitung dengan mencari nilai Mean Square Error MSE dan Peak Signal to Noise Ratio PSNR citra Dari nilai MSE dan PSNR yang didapatkan ditemukan nilai MSE dan PSNR terbaik pada metode NSCT dengan nilai db db,0
SISTEM PENGATURAN LAMPU LALU LINTAS BERDASARKAN ESTIMASI PANJANG ANTRIAN MENGGUNAKAN PENGOLAHAN CITRA,Saat ini salah satu penyebab kemacetan adalah lampu lalu lintas yang menggunakan waktu yang tetap sedangkan volume kendaraan selalu berubah sehingga lampu lalu lintas menjadi kurang efektif Maka dibutuhkan metode untuk menghitung lama lampu lalu lintas menyala dengan waktu sesuai dengan jumlah kendaraan Sistem ini mengimplementasikan kamera pada persimpangan Kamera mengambil gambar saat jalur sedang kosong sebagai acuan dan mengambil gambar setiap sequence sebagai input Gambar diproses menggunakan pengolahan citra dari merubah format RGB menjadi grayscale dilakukan proses subtraction dengan gambar acuan penambahan brightness merubah format grayscale menjadi biner dengan Otsus threshold dan menghitung jumlah objek sebagai input dari logika fuzzy tsukamoto yang menghasilkan lama lampu hijau menyala Sedangkan lama lampu merah menyala dihitung dengan menjumlahkan lama lampu hijau menyala dari jalur lainnnya Penggunaan buah input dimaksudkan agar sistem memperhatikan jumlah antrian dari setiap jalur dan memperhatikan sebaran kepadatan Sehingga hasil lama lampu merah dan lampu hijau menyala dapat berubahubah sesuai dengan sebaran kepadatan antrian Semakin terang kondisi jalan semakin tinggi tingkat akurasi yang didapatkan Pada pagi hari didapatkan nilai error pada siang hari sebesar pada malam hari dengan penerangan normal sebesar dan pada malam hari dengan tambahan penerangan sebesar,0
Implementasi Jaringan Saraf Tiruan Sebagai Alat Bantu Deteksi Infeksi Saluran Kemih Melalui Citra Bakteri Pada Urin,Infeksi Saluran Kemih ISK adalah penyakit yang disebabkan oleh tumbuhnya bakteri dalam jumlah tertentu di sepanjang saluran kemih Pendeteksian ISK dilakukan dengan pemeriksaan kultur urin yang memakan waktu lama dan biaya yang mahal Penelitian ini bertujuan untuk alat bantu deteksi ISK melalui citra bakteri pada urin untuk membantu mempersingkat biaya dan waktu pendeteksian Masukan pada perangkat lunak adalah citra bakteri pada urin Citra bakteri diolah dengan metode pengolahan citra grayscaling thresholding dan segmentasi citra sehingga didapatkan ciri citra yang merepresentasikan bakteri pada urin Keluaran dari perangkat lunak dibagi menjadi tiga kelas ISK bakteri Eschericia coli ISK bakteri Klebsiella sp dan urin normal Tingkat akurasi perangkat lunak ini sebesar dengan parameter laju pembelajaran dan pengurangan laju pembelajaran,0
ANALISIS KUANTITATIF PORI BERDASARKAN PENGOLAHAN CITRA MENGGUNAKAN WOLFRAM MATHEMATICA,Saat ini material berpori telah dikembangkan secara luas di banyak bidang sains terapan dan teknik Karakteristik dari material berpori seringkali ditentukan oleh porositasnya Dalam makalah ini kami menyajikan menyajikan analisis pori dalam suatu material berdasarkan metode pengolahan citra Suatu mikrograf dari mikroskopi elektron SEM kami analisis dengan menggunakan Wolfram Mathematica Dari penelitian kami dapat diperoleh beberapa informasi tentang persentase pori porositas ukuran pori aspek rasio dan distribusi ukuran pori dalam material,0
Penghitung Jumlah Spermatozoa Berdasarkan Data Mikroskop Digital Dengan Metode Pengolahan Citra,Penelitian ini dilakukan untuk mendesain suatu sistem yang mampu menghitung spermatozoa dalam data sampel citra mikroskop digital menggunakan metode labelling dan eccentricity Jumlah data sampel citra spermatozoa yang digunakan sebanyak sampel Sebelum dideteksi sampel citra spermatozoa diubah menjadi citra grayscale lalu difilter dengan low pass filter untuk menghilangkan noise Dari data histogram citra didapatkan nilai ratarata ambang sebesar untuk thresholding Untuk memperbaiki citra dilakukan erosi dan dilasi sebesar pixel Didapatkan tepi citra dari hasil dilasi dengan cannyedge detection Hasil segmentasi pengolahan citra digital kemudian dilakukan labelling dan eccentricity Pemisahan objek dengan nilai ambang luasan objek dengan menggunakan labelling Dengan eccentricity objek yang terhitung dapat dipastikan berupa kepala spermatozoa Jadi desain sistem yang telah dihasilkan mampu menghitung jumlah spermatozoa pada data citra sampel dengan akurasi,0
Optimasi Algoritma Semut untuk Deteksi Tepi pada Foto Udara,Foto udara merupakan citra digital yang berguna untuk memperoleh informasi dari suatu daerah Informasi diperoleh berdasarkan analisis data obyek menggunakan media atau alat Informasi ini diproses dengan memanfaatkan teknik pengolahan citra digital Salah satu cara memperoleh informasi berdasarkan teknik pengolahan citra digital melalui proses deteksi tepi Deteksi tepi adalah penggalian informasi dari suatu citra Salah satu teknik deteksi tepi yang bisa dipakai yaitu menggunakan algoritma semut Algoritma semut merupakan algoritma optimasi yang terinspirasi dari perilaku semut dalam mencari makan Pada umumnya penyebaran semut awal pada algoritma semut dilakukan secara acak Hal ini memungkinkan terjadi ketidakseimbangan distribusi semut yang kemudian mempengaruhi penemuan jalur Optimasi dilakukan dengan cara menyebarkan semut berdasarkan tingkat gradient pada area citra Langkah yang dilakukan dengan membagi citra menjadi area dengan ukuran sama besar Bagian yang memiliki gradient tinggi akan mendapatkan pembagian semut yang lebih banyak Hasil algortima semut akan dibandingkan dengan deteksi tepi konvensional Perbandingan dilakukan untuk mengetahui perbedaan hasil deteksi tepi yang diperoleh Berdasarkan percobaan yang dilakukan optimasi algoritma semut mampu menghasilkan deteksi tepi citra yang lebih detail dan memiliki garis tepi yang lebih tebal dibandingkan menggunakan deteksi tepi konvensional,0
IDENTIFIKASI PENYAKIT TYPHUS DENGAN ANALISIS CITRA DARAH MENGGUNAKAN JARINGAN SYARAF TIRUAN,Darah yang mengalir dalam tubuh mempunyai kemampuan dalam mendeteksi penyakit dengan bantuan citra Cara mengidentifikasi citra darah pada penderita typhus dilihat dari perbedaan Eritrosit pada penderita typus dan normal perbedaan ini terjadi akibat penyerangan virus Salmoneta Thyphosa Pemeriksaan darah tepi adalah cara sederhana untuk membuat diagnosa cepat Akan ada gambaran jumlah darah putih yang berkurang lekopenia jumlah limfosis yang meningkat eosinofilia Kadar hemoglobin dapat normal atau menurun bila terjadi penyulit pendarahan usus atau perforasi leukosit sering rendah leukopenia tetapi dapat pula normal atau tinggi LED Laju Endap darah Meningkat dan jumlah trombosit normal atau turun Hal ini sesuai dengan pengolahan citra yang dipisah warna dihistrogram dan dicari nilai pixel warna Dilihat dari nilai pixel darah typhus lebih kecil pada penderita typus,0
