judul-jurnal,abstrak-jurnal,kategori
Perancangan dan Simulasi Jaringan Komputer Menggunakan Graphical Network Simulator 3 (Gns3),"Perancangan jaringan sangat penting dalam membuat suatu sistem jaringan. Merancang suatu jaringan dan menganalisa haruslah sesuai dengan kebutuhan instansi yang berhubungan guna untuk kelancaran aktifitas kerjanya. Kondisi LAN yang ada di Politeknik Pratama Mulia pada saat ini secara fisik jaringan semua sudah terhubung akan tetapi dalam pengaturan struktur jaringan masih kurang terstruktur dengan baik, serta akses internet yang lambat. Selain itu pada hotspot area belum adanya proteksi atau keamanan jaringan yang digunakan. Dengan kondisi seperti ini maka diperlukan solusi dalam memecahkan permasalahan tersebut. Tujuan penelitian yang dilakukan untuk meningkatkan keamanan jaringan pada hotspot dengan menambahkan hotspot login pada mikrotik, memperlancar akses internet dengan menambahkan proxy server, serta melakukan pengalokasian IP dengan metode subnetting agar jaringan menjadi lebih terstruktur. Metode penelitian yang digunakan adalah metode observasi, wawancara, dan literatur. Dari beberapa metode tersebut akan melakukan analisa terhadap permasalahan jaringan dan dibuat perancangan jaringan yang dibutuhkan kemudian dilakukan pengujian terhadap hasil perancangan yang baru. Peralatan yang dibutuhkan adalah Sistem Operasi Ubuntu Server 10.10 untuk proxy server dan Graphical Network Simulator 3 (GNS 3) sebagai software simulasi untuk pengujian hasil perancangan subnetting. Hasil penelitian yang didapatkan dari perancangan sistem berupa adanya hotspot login, meningkatnya kecepatan akses internet dengan efisiensi waktu yang diperoleh 36 detik, serta mengoptimalkan kinerja jaringan dengan mengalokasikan alamat IP menggunakan metode subnetting. Dalam penelitian dilakukan kajian kinerja jaringan dengan melihat parameter Quality of Service (QoS) yaitu delay, packet loss, dan throughput.",jaringan
IMPLEMENTASI VOICE OVER INTERNET PROTOCOL (VOIP) BERBASIS SESSION INITIATION PROTOCOL (SIP) BERBANTUAN BRIKER VERSI 1.4 UNTUK PENGUKURAN QUALITY OF SERVICES PADA JARINGAN KOMPUTER DI FAKULTAS TEKNIK UIKA BOGOR,"Telah dilakukan implementasi Voice over Internet Protocol (VoIP) Berbasis Session Initiation Protocol (SIP) berbantuan Briker versi 1.4 untuk pengukuran Quality of Services pada jaringan komputer di Fakultas Teknik UIKA Bogor, melalui integrasi peralatan pada jaringan komputer untuk pengukuran bandwidth dan Quality of Services (QoS). Voice over Internet Protocol (VoIP) adalah teknologi komunikasi suara dengan pengubahan data suara menjadi kode digital dan dialirkan melalui jaringan komputer. Voice over Internet Protocol memanfaatkan infrastruktur jaringan komputer dan sebuah server untuk melakukan sebuah komunikasi suara antar pengguna, sehingga biaya untuk komunikasi dapat menjadi lebih murah terutama untuk komunikasi ke luar negeri. Dalam hal ini, sistem operasi yang digunakan berbasis Internet Protocol Private Branch Exchange (IP PBX), yaitu Briker versi 1.4 dan penggunaan protokol Session Initiation Protocol (SIP). Pengukuran Quality of Services dilakukan melalui pengambilan data dengan cara memonitor paket yang dikirim dan diterima oleh pengguna (end to end point), pada lalu lintas jaringan komputer Fakultas Teknik Universitas Ibn Khaldun Bogor dengan menggunakan aplikasi Wireshark, dimana memfilter paket data yang berhubungan dengan protokol SIP. Analisis data dilakukan terhadap bandwidth, jitter, packet loss, dan delay dari hasil data yang telah difilter, dan diolah menjadi data statistik dengan aplikasi MATLAB. Diperoleh nilai rata-rata bandwidth RTP dalam satu kali komunikasi antar pengguna, adalah 77.53 kbps atau 7.75% dari 1 Mbps kapasitas bandwidth yang tersedia untuk user Dosen dengan rata-rata jitter 3.51 ms, delay 21.14 ms, dan packet loss 0%. Berdasarkan hasil tersebut, semakin kecil nilai rata-rata bandwidth, jitter, delay, dan packet loss yang ditransmisikan, maka dapat diindikasikan bahwa VoIP berjalan dengan baik dan lancar.",jaringan
PENERAPAN ZACHMAN FRAMEWORK DALAM MERANCANG INFRASTRUKTUR JARINGAN KOMPUTER CUSTOMER RELATIONSHIP MANAGEMENT (CRM) PADA UNIVERSITAS,"Zachman Framework merupakan salah satu metode Enterprise Architecture Planning (EAP) yang banyak digunakan diseluruh dunia dalam perancangan sistem yang mana di dalam metode ini perencanaan dilakukan dengan langkah-langkah yang sistematis, mudah dipahami dan dapat dijadikan kontrol untuk pengembangan sistem informasi ke depan. Dengan menggunakan Zachman Framework dapat diperoleh informasi secara detail tentang bagaimana infrastruktur jaringan komputer dirancang Customer Relationships Management (CRM) pada Universitas, segala kebutuhan baik data, sumber daya manusia dan infrastruktur yang mendukung berjalannya infrastruktur jaringan komputer yang terintegrasi untuk menghadapi persaingan dengan lembaga pendidikan Perguruan Tinggi Swasta (PTS) lain dalam memenuhi tingkat kepuasan pelanggan yang tinggi, agar dapat dihasilkan suatu rancangan jaringan komputer yang sesuai dengan visi dan misi stakeholder. Hasil penelitian ini berupa blue print rancangan infrastuktur jaringan komputer yang dipetakan didalam bentuk matrik “where” pada kerangka Zachman yang dilihat dari sudut pandang Planner dan Owner pada Customer Relationships Management (CRM) pada Universitas Serang Raya.",jaringan
KEAMANAN JARINGAN KOMPUTER DENGAN METODE BLOCKING PORT PADA LABORATORIUM KOMPUTER PROGRAM DIPLOMA-III SISTEM INFORMASI UNIVERSITAS MUHAMMADIYAH METRO,"Jaringan komputer pada dasarnya memiliki kelemahan dalam keamanan, menghubungkan suatu komputer dengan komputer lainnya dapat memungkinkan seseorang atau pihak lain melalui jaringan tersebut dan dapat mengakses data bahkan dapat mengubah isi data tersebut. Router OS Mikrotik merupakan salah satu sistem operasi dan perangkat lunak yang dapat digunakan untuk menjadikan komputer menjadi router network, memiliki berbagai fitur yang dapat melakukan manajemen bandwith serta mengamankan jaringan. Program Diploma-III Sistem Informasi adalah salah satu jurusan di Universitas Muhammadiyah Metro yang tepatnya berada di Kota Metro Provinsi Lampung. Penelitian ini bertujuan untuk membangun sistem keamanan jaringan komputer dengan metode blocking port di Program Diploma-III Sistem Informasi Universitas Muhammadiyah Metro dengan menggunakan metode penelitian observasi, studi pustaka dan analisis",jaringan
CONGESTION CONTROL PADA JARINGAN KOMPUTER BERBASIS MULTI PROTOCOL LABEL SWITCHING (MPLS),"Penelitian ini dilakukan untuk menguji metode congestion control dengan penerapan QoS-Policies pada jaringan Multi Protocol Label Switching (MPLS). Parameter QoS (Quality of Services) yang diuji dalam penelitian ini berupa delay, troughput, jitter dan packet loss. Nilai-nilai yang didapatkan dari paramater tersebut kemudian dibandingkan dengan standar dari Telecommunications and Internet Protocol Harmonization Over Networks (TIPHON) dengan tujuan untuk mengetahui kualitas layanan pengiriman data pada jaringan MPLS ketika terjadi network congestion di lintasanya. Setelah melakukan proses perancangan, pengujian dan analisa, hasil yang didapat menunjukkan peningkatan nilai-nilai parameter QoS. Nilai QoS untuk parameter delay mengalami penurunan sebesar 48.3%, nilai troughput mengalami peningkatan sebesar 87.44%, nilai jitter mengalami penurunan nilai sebesar 54.04% dan nilai packet loss mengalami penurunan sebesar 99.9%.",jaringan
PENERAPAN JARINGAN MULTIHOMING PADA JARINGAN KOMPUTER FAKULTAS HUKUM,"Border Gateway Protocol (BGP) merupakan salah satu protokol routing dinamis. Kemampuan untuk saling bertukar informasi tabel routing antar Autonomous System (AS) merupakan salah satu keunggulan dari BGP. Dalam menentukan jalur routingnya, BGP menggunakan kebijakan dari administrator jaringan. Implementasi BGP sebagai routing protokol pada jaringan multihoming akan mempermudah untuk mendapatkan tabel routing dari AS yang berbeda. Sistem jaringan multihoming merupakan sistem jaringan komputer yang memiliki lebih dari satu jalan keluar menuju internet. Jaringan multihoming tidak hanya tergantung pada performa satu jalan keluar saja melainkan memiliki jalan keluar alternatif lainnya. Jika salah satu jalan keluar tersebut mengalami masalah maka masih terdapat jalan keluar lainnya yang menjaga jaringan tersebut tetap berfungsi. Penelitian ini merancang dan mengimplementasikan jaringan multihoming pada jaringan komputer Fakultas Hukum Universitas Udayana dengan BGP sebagai routing protocolnya. Rancangan yang diimplementasikan berupa pembagian traffic yang menuju internet. Dari hasil penelitian terlihat bahwa traffic yang menuju jaringan Indonesia Internet Exchange (IIX) melewati ISP sebagai jalan keluarnya. Traffic menuju jaringan lokal UNUD melewati GDLN Udayana sebagai jalan keluarnya. Setelah sistem ini diimplementasikan jaringan komputer Fakultas Hukum Universitas Udayana tidak sepenuhnya tergantung dengan GDLN untuk menuju internet.",jaringan
PERANCANGAN JARINGAN KOMPUTER PADA RUMAH SAKIT SOEDARSONO DARMOSOEWITO DI BATAM,"Rumah Sakit Soedarsono Darmosoewito Batam secara keseluruhan sudah menggunakan jaringan internet tetapi rancangan jaringan komputer tersebut dibangun tanpa adanya simulasi terlebih dahulu, karena adanya kurang informasi atau pengetahuan dan juga sumber daya manusia. Oleh karena itu, komponen - komponen untuk membangun sebuah jaringan membutuhkan perancangan yang baik, serta harus adanya simulasi yang sudah di bangun terlebih dahulu, supaya memudahkan kita untuk penerapan secara prakteknya. Tujuan utama penelitian ini bermaksud untuk melakukan analisa jaringan yang ada di RS Soedarsono Darmosoewito Batam, membuat rancangan jaringan usulan berbasis VLAN di Rumah Sakit Soedarsono Darmosoewito Batam, juga membuat simulasi dan rancangan jaringan usulan menggunakan Cisco Packet Tracer. Hasil yang diperoleh dari penelitian ini yaitu infrastruktur jaringan menggunakan topologi STAR - BUS, untuk memudahkan mencari gangguan, dan memudahkan menambah/ mengurangi perangkat. Penerapan teknologi VLAN akan mempermudah peengelolaan jika terjadi perubahan-perubahan yang terjadi pada jaringan ini.",jaringan
Implementasi Jaringan Komputer Berbasis Internet pada SMP Negeri 21 Bengkulu Tengah,"Penelitian ini bertujuan dalam penelitian ini adalah untuk merancang dan membangun koneksi jaringan komputer pada SMP Negeri 21 Bengkulu Tengah. Penelitian ini menggunakan metode penelitian eksprimen. Pada penelitian ini dilakukan percobaan mengenai kinerja dari mikrotik yang berjalan pada sistem. Hasil eksperimen selanjutnya didokumentasikan untuk melakukan analisa sehingga dihasilkan rekomendasi yang tepat untuk pembuatan proxy server. Dari hasil analisa tersebut nantinya akan mendapatkan kesimpulan mengenai manfaat serta fungsi yang lebih detail lagi dari mikrotik serta server SMB dalam fungsi sharing data atau file. Hasil penelitian ini terlihat bahwa jaringan internet sudah berjalan sesuai dengan keinginan yang penulis harapkan dan bisa mengakses internet, client dari server ini juga bisa mengakses internet. Serta kirim file dengan menggunakan server SMB yang sudah ditentukan penulis, server SMB dapat digunakan untuk mengirimkan file-file yang diletakkan pada router mikrotik, sehingga file tersebut dapat diakses oleh client yang terhubung. Jadi dalam penelitian ini penulis hanya membangun jaringan LAN dengan menggunakan mikrotik dan sharing data dengan Server SMB saja",jaringan
PERANCANGAN JARINGAN KOMPUTER BERBASI LAN DI RUANG LAB SMA MUHAMMADIYAH 1 MUARA PADANG,Dalam perkembangan teknologi yang pesat di zaman era digital saat ini keperluan untuk mengakses suatu informasi ataupun bertukar informasi sangat penting hal itupun saat ini biasa disebut sebagai aktifitas internet. Tentunya dengan dapat mengakses internet akan dapat banyak keuntungan bahkan milyaran keuntungan. Ruang LAB komputer di SMA Muhammadiyah 1 Muara Padang belum mendukung adanya akses internet. Untuk itu penulis melakukan perancangan pembangunan jaringan di LAB Komputer SMA Muhammadiyah 1 Muara Padang agar dapat mengakses internet. Jenis jaringan yang sesuai untuk ruang LAB adalah jaringan LAN (Local Area Network).,jaringan
Analisis Network Security Komputer Tingkat Desa Menggunakan Metode Security Policy Development Life Cycle (SPDLC),"Dunia telekomunikasi semakin berkembang mulai pada tahapan Generasi (1G), Generasi2 (2G), Generasi3 (3G), sampai tahap generasi 4 (4G).  manfaat tekneologi ilmu  komputer  banyak memeberikan kemudahan-kemudahan atau fiture-fiture menarik dan canggih, agar di manfaatkan oleh masyarakat luas di Indonesia salah satunya, pengguna wifi pada pemerintahaan tingkat Desa. Adanya kendala yang menyebabkan menurunnya performa akses internet, maka dibutuhkan langkah-langkah menganalisa kendala, faktor utama yang menyebabkan, menurunya performa akses internet kantor Desa. Salah satu metode yang dapat dikembangkan adalah security policy development life cycle (SPDLC) dimana berkaitan dengan keamanan jaringan yang mikrotik. suatu faktor yang penting dalam dunia teknologi. Sasaran keamanan komputer antara lain adalah sebagai perlindungan informasi terhadap pencurian data-data yang dianggap penting oleh suatu lembaga.",jaringan
ANALISIS NETWORK SECURITY SNORT METODE INTRUSION DETECTION SYSTEM UNTUK OPTIMASI KEAMANAN JARINGAN KOMPUTER,"Perkembangan teknologi informasi, khususnya jaringan komputer memungkinkan terjadinya pertukaran informasi yang mudah, cepat dan semakin kompleks. Keamanan jaringan komputer harus diperhatikan guna menjaga validitas dan integritas data serta informasi yang berada dalam jaringan tersebut. Masalah yang dihadapi adalah adanya Log Bug yang didapatkan pada komputer server Dinas Lingkungan Hidup Kota Batam yang diindikasikan adanya serangan Denial of Service (DoS) pada komputer tersebut. Berdasarkan masalah diatas maka penulis mencoba membuat sebuah penelitian yang berjudul â€œAnalisis Network Security Snort menggunakan metodeÂ  Intrusion Detection System (IDS) untuk OptimasiÂ  Keamanan Jaringan Komputerâ€ dan diharapkan dapat mendeteksi serangan Denial of Service (DoS). Intrusion Detection System (IDS)Â  adalah sebuah tool, metode, sumber daya yang memberikan bantuan untuk melakukan identifikasi, memberikan laporan terhadap aktivitas jaringan komputer. Aplikasi yang digunakan untuk mendeteksi serangan menggunakan Snort. Snort dapat mendeteksi serangan DoS. Serangan DoS dilakukan dengan menggunakan aplikasi Loic.",jaringan
DEVELOPMENT MANAGEMET NETWORK SECURITY PADA PTPN 7 BETUNG,Keamanan jaringan adalah hal yang sangat penting seiring berkembangnya teknologi informasi. Salah satunya adalah PT Perkebunan Nusantara VII Betung yang biasa di sebut dengan PTPN 7 Betung yang merupakan perusahaan yang bergerak pada bidang Minyak Kelapa Sawit. Perusahaan ini telah menerapkan teknologi jaringan komputer namun teknologi jaringan komputer yang sudah ada pada PTPN 7 Betung masih belum maksimal dikarenakan belum adanya pembatasan akses dan filter paket pada masing-masing divisi kerja. Untuk menjaga kerahasiaan informasi dan data yang dimiliki perusahaan tersebut diperlukan sebuah sistem keamanan jaringan komputer. Salah satu sistem keamanan jaringan yang dapat digunakan adalah access list. Pada jaringan komputer PTPN 7 Betung terdapat sebuah Router Cisco yang tehubung dengan jaringan internet kantor pusat. Router cisco ini dapat dimanfaatkan fitur access list yang dimilikinya untuk meningkatkan keamanan jaringan. Access list dapat digunakan untuk menentukan pihak-pihak mana saja yang boleh dan pihak mana saja yang tidak boleh mengakses informasi atau perangkat jaringan yang ada pada jaringan komputer tersebut sehingga keamanan jaringan dapat ditingkatkan.,jaringan
sistem keamanan jaringan komputer menggunakan metode watchguard firebox,"Keamanan jaringan komputer sebagai bagian dari sistem informasi sangat penting untuk menjaga validitas dan integritas data dan memastikan ketersediaan layanan bagi pengguna, karena sistem jaringan komputer harus dilindungi dari segala macam serangan dan gangguan pada saat atau pemindaian oleh pihak yang tidak berwenang. Komputer yang terhubung ke jaringan, ada banyak ancaman keamanan yang lebih besar dari pada host atau komputer yang terputus di mana saja, sehingga dengan mengendalikan keamanan jaringan, risikonya bisa dikurangi, sehingga jaringan dirancang sebagai komunikasi data yang tinggi dengan Tujuan meningkatkan akses ke sistem komputer, sementara keamanan dirancang untuk mengontrol akses, sehingga penyediaan keamanan jaringan adalah tindakan penyeimbang antara akses terbuka dengan keamanan. Firewall adalah sarana untuk mengendalikan informasi apa yang diizinkan masuk dan keluar dari jaringan lokal dan umumnya host atau firewall komputer yang terhubung ke internet dan LAN lokal, dan akses LAN ke Internet hanya diizinkan melalui firewall, sehingga dengan bantuan firewall dapat mengontrol sistem keamanan jaringan komputer dari apa yang diterima dan dikirim oleh Internet dan LAN. Ada beberapa jenis dan metode dalam pengaturan firewall, melalui pemindaian kode firewall dibangun langsung ke dalam kernel, seperti bantuan ipfw adm ruang pengguna memungkinkan untuk mengubah jenis lalu lintas jaringan atau dengan merekam jenis lalu lintas jaringan, sehingga metode pengaturan firewall dapat menggunakan peralatan bantuan WatchGurad Firebox M400.",jaringan
Implementasi Virtual Private Network (VPN) Menggunakan Protokol PPTP Mikrotikrouter pada Yayasan Muhamadiyah Parung,"Pada era modern sekarang ini banyak perusahaan maupun instansi yang telah melakukan komputerisasi pada setiap rutinitas kantor, permasalahn yang sering terjadi pada jaringan komputer yang cukup luas cakupannya atau memiliki cabang menjadi sangat menggangu untuk aktivitas kantor, selama ini pada Yayasan MUhamadiyah Parung untuk proses mengrim file untuk internal kantor menggunakan flasdisk dan layanan gratis melalui email, dimana untuk penyimpanan datanya tidak tersimpan dengan baik dan juga tidak terstruktur dangan baik. PPTP (Point to Point Tunneling Protocol) merupakan jaringan komputer yang memungkinkan pengamanan transfer data dari remote client ke server pribadi instansi dengan membuat sebuah VPN melalui TCP/IP.",jaringan
PERANCANGAN DAN SIMULASI JARINGAN KOMPUTER POLITEKNIK NEGERI SUBANG MENGGUNAKAN PACKET TRACER VERSI 6.2 DENGAN METODE PPDIOO,"Jaringan komputer merupakan sistem kesatuan antara komputer-komputer dan perangkat jaringan yang terhubung antara satu dengan yang lainnya, bekerja sama untuk menciptakan suatu jaringan. Perangkat jaringan sangat fundamental untuk keberlangsungan hubungan atau komunikasi antar perangkat komputer. Jaringan komputer digunakan di instansi yang telah menerapakan sistem berbasis komputer dalam pengelolaannya. Perancangan jaringan komputer hendaknya memiliki memiliki kesesuaian dengan requirement dari instansi terkait. Bidang pendidikan merupakan instansi yang paling banyak menerapkan jaringan komputer salah satunya adalah Politeknik Negeri Subang (POLSUB). Untuk perancangan dan simulasi jaringan komputer POLSUB menggunakan metode PPDIOO yakni dengan menggunakan packet tracer versi 6.2. Pengumpulan data dilakukan dengan studi pustaka, observasi dan wawancara sehingga mengetahui kebutuhan yang diperlukan dalam membangun jaringan komputer POLSUB. Perancangan jaringan komputer yang dibangun di POLSUB akan dilakukan simulasi menggunakan cisco packet tracer sesuai dengan data yang didapatkan berdasarkan tahap pengumpulan data.",jaringan
METODE DEMILITARIZED ZONE DAN PORT KNOCKING UNTUK KEAMANAN JARINGAN KOMPUTER,"Saat ini cara komunikasi jaringan sudah banyak berubah. Seluruh aspek menjadi sangat bergantung pada layanan online. Karyawan dapat bekerja dari rumah, dan siswa dari segala usia mengambil kelas secara online. Semakin publik bergantung untuk tetap terhubung dengan jaringan, semakin besar potensi serangan jaringan yang terjadi. Dalam jaringan komputer jika tidak dilindungi akan menyebabkan kerugian berupa kehilangan data atau file, kerusakan system server, tidak maksimal dalam melayani user atau bahkan kehilangan aset berharga institusi. Serangan yang paling sering digunakan dalam jaringan adalah Port Scanning dan DDoS (Distributed Denial Of Service). Dalam penelitian ini menggabungkan metode DeMilitarized Zone dan Port Knocking untuk mengamankan jaringan komputer. Implemetasi teknik DeMilitarized Zone digunakan untuk mengakses server lokal agar bisa diakses dari luar dengan teknik Port Knocking. Hal ini untuk membuka port akses yang di filter pada konfigurasi router di sistem keamanan jaringan server. DeMilitarized Zone dan Port Knocking dapat diimplementasikan pada jaringan lokal maupun interlokal dimana jika suatu penyerang ingin mengexploit atau menyerang server utama maka yang pertama diserang adalah server firewall (router). Port Knocking juga dapat diimplementasikan pada jaringan lokal maupun interlokal dengan dipadukan time limit ping request yang menjadikan lebih aman, sehingga jika penyerang ingin mengakses router, dan tidak mengetahui aturan dari remote maka yang terjadi adalah penolakan terhadap akses port tersebut.",jaringan
ANALISIS WIRELESS LOCAL AREA NETWORK (WLAN) DAN PERANCANGAN MAC ADDRESS FILTERING MENGGUNAKAN MIKROTIK (STUDI KASUS PADA PT.GRAHA PRIMA SWARA JAKARTA),"PT. Graha Prima Swara menerapkan teknologi WLAN (Wireless Local Area Network) pada kantornya karena keunggulannya dalam hal portabilitas dan fleksibilitas untuk mendukung kinerja perusahaan. Di dalam jaringan komputer tersebut, ISP yang digunakan adalah Maxindo dengan bandwidth 7Mbps yang terhubung pada routerboard mikrotik 750 sebagai pusat kontrol jaringan. Access point digunakan sebagai base station jaringan WLAN dengan sistem keamanan yang digunakan adalah WPA2-PSK. Terdapat celah keamanan pada WPA2-PSK  yaitu selama masih berada dalam jangkauan sinyal wireless dan mengetahui passwordnya, maka orang lain yang tidak berhak dapat mengakses internet. Dengan menggunakan MAC Address filtering pada mikrotik, admin dapat membatasi user yang berhak terkoneksi dengan cara mendaftarkan MAC Address client. Sehingga jaringan WLAN pada PT.Graha Prima Swara dapat bekerja optimal, aman dan efisien.",jaringan
PERANCANGAN JARINGAN KOMPUTER DI PT. DIRGANTARA INDONESIA DENGAN TEKNIK VARIABLE LENGTH SUBNET MASK (VLSM) DAN VIRTUAL LOCAL AREA NETWORK (VLAN),"Terdapat kendala yang sedang dialami PT. Dirgantara Indonesia pada tahun 2014, yaitu mengalami fase peralihan dan regenerasi pegawai. Rancangan regenerasi topologi jaringan dan subnetting IP Address diperlukan dalam fase peralihan dan regenerasi Pegawai ini. Perancangan topologi dan subnetting jaringan komputer internal gedung fixed dan rotary wing menjadi kunci dari permasalahan yang ada dan harus dilakukan demi terciptanya suatu topologi dan subnetting  jaringan komputer internal yang tepat dan efisien. untuk mengefisiensikan alokasi IP Address digunakan teknik variable length subnet mask (VLSM). Untuk menghemat penggunaan perangkat keras jaringan computer yang relatif mahal, digunakan teknik Virtual Local Area Network (VLAN) untuk membedakan Subnet.",jaringan
PENGELOLAAN JARINGAN DENGAN ROUTER MIKROTIK UNTUK MENINGKATKAN EFEKTIFITAS PENGGUNAAN BANDWITH INTERNET (STUDI KASUS SMK KI HAJAR DEWANTORO KOTA TANGERANG),"Pemanfaatan teknologi informasi dan komunikasi dalam dunia pendidikan sudah tidak dapat dihindari. Penggunaan jaringan untuk mengkakses komputer secara remote dan menghubungkannya dengan internet semakin dibutuhkan guru dan siswa untuk mendapatkan informasi pembelejaran. Sistem jaringan yang digunakan tersebut harus bisa dikelola dengan baik terutama dalam pengaturan bandwith internet agar koneksi bisa setiap komputer mempunyai akses ke internet secara merata. SMK Ki Hajar Dewantoro Kota Tangerang dalam kegiatan belajar mengajarnya sudah memanfaatkan teknologi informasi dan komunikasi, khususnya telah memanfaatkan jaringan komputer sebagai media komunikasi data dan informasi. Sistem jaringan komputer pada SMK Ki Hajar Dewantoro Kota Tangerang belum dikelola dengan baik sehingga dapat digunakan sebagai studi kasus penelitian saat ini. Solusi untuk meningkatkan efektifitas penggunaan dan pengelolaan bandwith internet di SMK Ki Hajar Dewantoro dengan cara melakukan perancangan dan implementasi manajemen jaringan dengan Router Mikrotik untuk mempermudah administrator dalam memanajemen jaringan. Penelitian ini menggunakan metode Network Development Life Cycle (NDLC) sebagai metode pengembangan manajemen jaringan komputer pada SMK Ki Hajar Dewantoro Kota Tangerang. Hasil yang ditunjukkan pada penelitian ini adalah pengelolaaan sistem jaringan menggunakan router mikrotik dalam pengelolaan bandwith internet secara efesien.",jaringan
PENERAPAN OPEN VPN IPCOP SEBAGAI SOLUSI PERMASALAHAN JARINGAN PADA PT.KIMIA FARMA TRADING & DISTRIBUTION,"Jaringan komputer bukanlah hal yang baru saat ini. Jaringan komputer VPN-IP-MPLS juga sering terjadi adanya gangguan yang mengakibatkan menghambat jalannya kegiatan operasional pada perusahaan yang menggunakannya. PT. Kimia Farma Trading & Distribution (KFTD) juga sering mengalami hal yang sama, kendala mengenai kegiatan operasional pada perusahaan yang disebabkan oleh gangguan jaringan komputer VPN-IP-MPLS dari provider. Fasilitas dan pelayanan terhadap user dalam jaringan komputer diharapkan dapat diberikan secara maksimal sehingga tidak mengganggu dan menghambat kegiatan operasional, dan apabila terjadi maka user tidak perlu lagi menunggu sampai jaringan komputer VPN-IP-MPLS dari provider beroperasional dengan baik. Dengan jaringan komputer VPN yang dibuat menggunakan OpenVPN IPCop dapat membantu agar user/cabang tetap beroperasional dengan baik. Begitu juga berguna untuk prinsipal (perusahaan rekanan penyedia obat) yang bekerja sama dengan PT. Kimia Farma Trading & Distribution (KFTD) agar prinsipal (perusahaan rekanan penyedia obat) tersebut dapat mengakses ke aplikasi untuk mendapatkan informasi tentang stok barang dari prinsipal (perusahaan rekanan penyedia obat) tersebut, sehingga mempermudah prinsipal (perusahaan rekanan penyedia obat) tersebut dalam mendapatkan informasi.",jaringan
Penerapan Simple Queue Dalam Pengelolaan Bandwidth Local Area Network (Studi Kasus: PT Sumber Berkah Niaga),"Bandwidth merupakan bagian penting dalam jaringan komputer yang dipakai sebagai data transfer rate, yaitu jumlah data yang bisa dialirkan dari satu titik ke titik lain. Jaringan komputer yang terintegrasi dengan internet pada PT Sumber Berkah Niaga merupakan unsur penting dalam aktifitas produktif perusahaan. Penggunaan bandwidth internet tentunya sangat mempengaruhi kinerja pegawai dalam menggunakan jaringan komputer. Namun pengelolaan dari jaringan komputer pada PT Sumber Berkah Niaga khususnya pengelolaan bandwidth masih belum terintegrasi dengan baik. Tidak adanya pengaturan pembagian bandwidth terhadap client dalam jaringan mengakibatkan terhambatnya aktifitas perusahaan. Penelitian ini bertujuan untu menyelesaikan masalah tersebut dengan menerapkan pengelolaan bandwidth dengan membatasi penggunaan secara maksimal terhadap client dalam jaringan komputer PT Sumber Berkah Niaga dengan metode simple queue pada Mikrotik. Setelah penerapan simple queue dilakukan pengujian terhadap client dan menunjukkan bahwa pembatasan maksimal penggunaan bandwidth upload maupun download berhasil dibuktikan dengan tidak ada client yang melebihi batas bandwidth yang telah ditentukan.",jaringan
"UNJUK KERJA INTRUSION PREVENTION SISTEM (IPS) BERBASIS SURICATA PADA JARINGAN LOKAL AREA NETWORK LABORATORIUM TIA+ TEKNIK INFORMATIKA, UNIVERSITAS TRUNOJOYO","Keamanan sebuah system jaringan komputer merupakan suatu satu hal yang sangat penting. Perkembangan teknologi yang semakin cepat berdampak terhadap sistem keamanan jaringan, Dengan berbagai metode system keamanan jaringan dikembangkan yang salah satunya dengan metode attack (penyusupan/ serangan). Hal ini mengancam keamanan sebuah data. Untuk menjaga kerahasiaan, keaslian dan ketersediaan data tersebut, maka diperlukan sebuah sistem yang mampu mendeteksi adanya attacker pada system jaringan komputer yang dapat berjalan secara real time. Salah satu metodenya yakni Intrusion Prevention System (IPS). IPS adalah sebuah sistem yang mampu memonitor dan memblokir trafik jaringan komputer. System jaringan dimaksud diimpelemntasikan di Local Area Network (LAN) Laboratorium TIA+ Teknik Informatika. IPS yang dibangun berbasis Suricata yang berfungsi sebagai pendeteksi attacker. IPS ini dihubungkan dengan Internet Protocol (IP) Tables yang berfungsi sebagai pemonitor dan pemfilter attacker yang dilengkapi dengan tampilan Guide User Interface untuk memudahkan admin dalam memonitoring trafik jaringan. Hasilnya adalah Suricata akan mengeluarkan alert ketika terdeteksi adanya indikasi attacker pada trafik jaringan yang kemudian alert disimpan pada file log Suricata. Pada saat yang sama WebAdmin menampilkan dialog alert dan memerintahkan IPTables untuk memblokir alamat Internet Protokol (IP) yang teridentifikasi sebagai attacker, sehingga akses attacker terhadap server akan terputus. Berdasarkan implementasi sistem yang telah dilakukan sebanyak 100 kali, Suricata dan IPTables dapat bekerja secara optimal dan mampu mendeteksi attacker. Kata kunci: IPS (Intrusion Prevention System) Suricata, IPTables, Alert, Attacker",jaringan
